account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial,churn_flag,subscription_id,plan_tier_y,seats_y,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,subscription_age_days,total_upgrades,total_downgrades,total_usage,average_usage,average_usage_duration,total_errors,beta_feature_usage,unique_features_used,total_support_tickets,average_resolution_time,average_first_response_time,average_satisfaction,escalation_count
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,S-323f3e,Pro,80,3920,47040,annual,False,615,0,0,69.0,8.625,1761.5,2.0,0.0,7.0,3.0,28.666666666666668,35.333333333333336,4.0,0.0
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,S-b01b1c,Pro,69,3381,40572,monthly,True,618,0,0,54.0,7.714285714285714,2584.1428571428573,3.0,1.0,7.0,5.0,33.4,111.8,4.5,0.0
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,S-635c1e,Basic,54,1026,12312,annual,False,611,0,1,55.0,11.0,4781.0,2.0,1.0,5.0,2.0,39.5,95.0,4.0,0.0
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,False,S-5ede24,Pro,60,2940,35280,monthly,True,765,3,2,72.0,10.285714285714286,3204.4285714285716,2.0,2.0,7.0,6.0,35.333333333333336,84.33333333333333,3.3333333333333335,1.0
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,S-68dca1,Basic,28,532,6384,annual,True,619,0,0,38.0,9.5,3799.0,4.0,0.0,4.0,3.0,14.333333333333334,72.66666666666667,3.0,0.0
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,S-7077ab,Basic,14,266,3192,monthly,True,612,4,1,122.0,11.090909090909092,3243.0,6.0,0.0,10.0,5.0,17.8,57.0,4.0,0.0
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,False,S-c98905,Pro,5,245,2940,monthly,False,614,0,0,25.0,8.333333333333334,2080.6666666666665,2.0,1.0,3.0,7.0,43.142857142857146,103.42857142857143,3.0,0.0
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,True,S-dfbd79,Pro,14,686,8232,annual,True,648,1,0,43.0,7.166666666666667,1537.6666666666667,4.0,0.0,6.0,3.0,64.0,123.0,4.0,0.0
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,S-f0e458,Pro,77,0,0,monthly,True,615,1,0,37.0,12.333333333333334,3840.0,4.0,1.0,3.0,2.0,33.5,112.5,3.5,0.0
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,S-a68b52,Enterprise,44,8756,105072,annual,True,625,3,0,61.0,10.166666666666666,3088.3333333333335,5.0,0.0,6.0,2.0,41.5,48.5,5.0,0.0
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,False,S-77c880,Pro,92,4508,54096,annual,True,641,0,0,53.0,10.6,3169.2,5.0,1.0,5.0,5.0,29.2,95.0,3.75,0.0
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,S-a3300f,Enterprise,5,995,11940,annual,True,626,2,0,109.0,9.909090909090908,3203.181818181818,1.0,1.0,10.0,3.0,52.666666666666664,70.0,4.0,0.0
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,S-67c1d8,Pro,18,882,10584,annual,True,624,1,1,49.0,12.25,2706.0,6.0,0.0,4.0,5.0,46.0,68.2,3.6666666666666665,0.0
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,S-cfcb11,Basic,19,0,0,annual,False,622,0,0,32.0,8.0,1561.75,1.0,0.0,4.0,4.0,48.25,94.25,3.0,0.0
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,S-a18bb2,Pro,67,3283,39396,monthly,True,620,1,1,29.0,14.5,5818.5,1.0,0.0,2.0,2.0,28.0,89.0,4.5,0.0
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,True,S-770d98,Enterprise,55,10945,131340,annual,True,653,1,0,47.0,11.75,4036.25,4.0,1.0,4.0,1.0,1.0,144.0,3.0,0.0
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,S-fe6eb1,Enterprise,27,5373,64476,monthly,True,633,1,1,62.0,8.857142857142858,2269.285714285714,10.0,0.0,7.0,3.0,28.666666666666668,104.66666666666667,4.0,0.0
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,S-fe910d,Basic,5,95,1140,monthly,True,684,0,1,55.0,7.857142857142857,2137.4285714285716,3.0,1.0,7.0,4.0,31.5,101.0,4.5,0.0
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,S-2d494e,Basic,5,0,0,monthly,True,641,0,0,56.0,11.2,4165.2,4.0,2.0,5.0,3.0,25.333333333333332,127.0,3.0,0.0
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,False,S-f30a79,Basic,21,399,4788,annual,True,683,1,0,57.0,9.5,3084.0,9.0,1.0,6.0,2.0,35.5,97.5,3.5,0.0
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,False,S-bf424e,Enterprise,41,8159,97908,annual,True,620,0,0,41.0,13.666666666666666,3915.3333333333335,1.0,0.0,3.0,7.0,26.571428571428573,83.71428571428571,3.5,0.0
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,S-91ec54,Pro,11,0,0,monthly,False,668,0,0,20.0,10.0,1936.5,2.0,0.0,2.0,2.0,24.5,98.5,,0.0
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,S-3bd95c,Enterprise,17,3383,40596,annual,True,660,3,2,95.0,10.555555555555555,4236.222222222223,4.0,1.0,9.0,3.0,52.333333333333336,150.0,5.0,1.0
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,S-14d060,Pro,47,2303,27636,annual,True,630,0,0,34.0,8.5,1295.5,1.0,0.0,4.0,5.0,36.0,110.6,4.0,1.0
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,S-58a152,Enterprise,15,2985,35820,monthly,False,639,2,0,61.0,8.714285714285714,2038.2857142857142,1.0,1.0,6.0,4.0,45.0,29.5,3.25,0.0
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,S-684751,Basic,17,323,3876,monthly,True,611,0,0,37.0,7.4,1721.4,1.0,0.0,3.0,5.0,26.4,105.8,4.333333333333333,0.0
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,S-b8daaa,Enterprise,8,0,0,annual,True,617,0,0,25.0,8.333333333333334,2261.0,0.0,0.0,3.0,4.0,16.5,84.75,3.6666666666666665,0.0
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,S-cd6bb6,Basic,19,361,4332,annual,True,647,2,0,92.0,10.222222222222221,2852.4444444444443,11.0,1.0,8.0,6.0,49.5,108.16666666666667,4.0,1.0
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,S-6eeae1,Pro,94,4606,55272,annual,True,613,2,1,18.0,9.0,2987.5,3.0,0.0,2.0,5.0,35.6,105.8,4.0,0.0
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,S-6fde5e,Basic,27,513,6156,annual,True,622,0,0,84.0,10.5,2544.125,5.0,1.0,7.0,3.0,13.666666666666666,66.66666666666667,4.0,0.0
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,S-8c10c1,Enterprise,65,12935,155220,annual,True,617,0,0,49.0,12.25,3422.25,5.0,0.0,4.0,4.0,29.25,48.5,4.0,0.0
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,S-e4a862,Enterprise,8,0,0,annual,True,700,0,0,45.0,11.25,1967.0,7.0,1.0,4.0,10.0,42.5,101.8,3.7142857142857144,0.0
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,S-bd1ee1,Enterprise,37,7363,88356,monthly,True,624,1,0,118.0,11.8,3813.8,1.0,1.0,9.0,4.0,24.0,90.75,3.5,0.0
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,S-0455a5,Enterprise,42,8358,100296,monthly,False,681,2,2,31.0,7.75,1105.75,4.0,1.0,4.0,4.0,46.5,82.0,3.5,0.0
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,S-9a065e,Pro,25,1225,14700,monthly,True,648,0,2,16.0,8.0,3748.0,4.0,0.0,2.0,4.0,57.5,39.0,4.0,1.0
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,False,S-c033fa,Pro,52,2548,30576,monthly,False,799,0,1,68.0,9.714285714285714,3617.714285714286,4.0,0.0,7.0,2.0,31.0,156.5,3.5,0.0
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,S-d88b25,Enterprise,24,4776,57312,annual,False,613,1,1,9.0,9.0,297.0,0.0,0.0,1.0,3.0,33.0,50.666666666666664,5.0,1.0
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,S-7d651b,Pro,28,1372,16464,monthly,True,657,0,0,23.0,7.666666666666667,2233.0,6.0,0.0,3.0,3.0,42.666666666666664,86.33333333333333,4.0,0.0
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,S-b03125,Pro,58,2842,34104,annual,True,622,1,1,119.0,10.818181818181818,3207.7272727272725,10.0,0.0,9.0,6.0,44.333333333333336,116.83333333333333,3.5,1.0
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,S-33df6f,Enterprise,14,2786,33432,monthly,True,631,0,0,36.0,9.0,2515.0,1.0,0.0,4.0,6.0,43.5,89.0,4.333333333333333,0.0
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,S-bae2c4,Pro,67,3283,39396,annual,True,617,0,2,16.0,8.0,3239.5,0.0,0.0,2.0,3.0,11.0,78.0,3.0,0.0
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,S-f3f2bd,Basic,29,0,0,annual,True,625,1,0,34.0,8.5,2659.0,2.0,0.0,4.0,4.0,30.75,59.75,3.6666666666666665,0.0
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,S-5c4dd7,Pro,21,1029,12348,annual,True,611,1,0,46.0,9.2,3879.2,3.0,0.0,4.0,5.0,31.4,90.4,4.0,1.0
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,S-cf30e2,Pro,11,0,0,monthly,True,628,1,1,58.0,11.6,2615.8,0.0,0.0,5.0,4.0,47.25,83.25,4.0,0.0
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,S-fd04d6,Enterprise,51,0,0,annual,True,614,1,0,77.0,9.625,3929.625,7.0,2.0,5.0,3.0,42.333333333333336,76.66666666666667,3.5,0.0
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,S-b6aabe,Basic,83,1577,18924,annual,True,617,2,0,11.0,11.0,5643.0,3.0,0.0,1.0,2.0,48.5,85.0,4.0,0.0
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,S-62f5b1,Enterprise,50,9950,119400,annual,True,649,1,1,45.0,11.25,3366.5,2.0,1.0,4.0,4.0,42.25,78.25,3.75,0.0
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,S-51569a,Enterprise,22,4378,52536,monthly,True,617,0,1,61.0,12.2,3720.6,0.0,0.0,5.0,8.0,29.125,111.5,3.6666666666666665,0.0
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,S-b59bff,Enterprise,8,1592,19104,annual,False,615,1,1,39.0,13.0,4045.0,1.0,0.0,3.0,5.0,42.2,107.4,4.333333333333333,0.0
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,S-1ffdd8,Basic,8,152,1824,monthly,True,756,0,1,69.0,11.5,2925.6666666666665,1.0,0.0,6.0,5.0,34.8,79.4,4.333333333333333,1.0
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,S-8317da,Basic,50,950,11400,monthly,True,632,0,0,74.0,10.571428571428571,3287.714285714286,4.0,2.0,6.0,4.0,32.0,55.25,4.5,0.0
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,False,S-a707da,Pro,26,1274,15288,monthly,True,624,1,0,29.0,9.666666666666666,2522.6666666666665,4.0,0.0,3.0,5.0,38.6,51.0,4.0,0.0
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,S-a87ff6,Basic,12,228,2736,monthly,True,634,0,1,41.0,10.25,1986.0,5.0,0.0,4.0,6.0,29.166666666666668,83.16666666666667,4.0,0.0
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,S-cb853a,Basic,23,437,5244,annual,True,625,1,1,52.0,10.4,2777.6,2.0,1.0,5.0,4.0,33.0,101.25,3.75,1.0
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,S-8deb5f,Basic,52,988,11856,annual,False,617,1,2,69.0,11.5,3190.5,3.0,0.0,5.0,4.0,32.75,35.5,4.0,0.0
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,S-1e83a6,Basic,8,152,1824,annual,True,613,4,0,21.0,7.0,2328.0,1.0,0.0,3.0,8.0,29.25,49.0,4.4,0.0
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,S-f4a3ac,Enterprise,64,12736,152832,annual,True,711,1,3,26.0,6.5,2152.25,1.0,0.0,4.0,7.0,41.714285714285715,129.57142857142858,4.4,0.0
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,S-e90e70,Basic,2,38,456,annual,True,737,2,0,36.0,9.0,3422.0,2.0,1.0,4.0,4.0,29.25,91.0,3.0,0.0
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,S-75c1b4,Pro,18,882,10584,annual,True,632,0,2,47.0,9.4,2805.0,1.0,0.0,5.0,3.0,24.0,83.0,,0.0
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,S-8cad7b,Basic,16,304,3648,annual,True,619,0,0,39.0,13.0,4748.333333333333,2.0,0.0,2.0,1.0,53.0,19.0,,0.0
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,S-0a3e58,Pro,33,1617,19404,monthly,True,614,1,0,23.0,11.5,2306.0,2.0,1.0,2.0,6.0,43.5,80.5,4.333333333333333,0.0
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,S-008f3c,Pro,58,2842,34104,annual,True,619,0,0,6.0,6.0,1950.0,0.0,1.0,1.0,9.0,44.44444444444444,99.44444444444444,4.142857142857143,0.0
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,S-937207,Enterprise,12,2388,28656,monthly,True,614,2,0,37.0,7.4,3247.8,6.0,1.0,5.0,3.0,25.666666666666668,86.33333333333333,4.0,0.0
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,S-c555c4,Enterprise,17,3383,40596,monthly,True,629,0,1,31.0,7.75,3611.75,0.0,0.0,4.0,2.0,63.0,49.5,4.0,0.0
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,S-eea643,Enterprise,28,5572,66864,monthly,True,673,0,1,51.0,10.2,3796.8,2.0,1.0,5.0,5.0,37.4,72.0,5.0,0.0
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,S-29ec80,Enterprise,9,1791,21492,annual,True,613,0,0,42.0,8.4,2093.0,1.0,1.0,4.0,5.0,48.4,72.4,3.0,0.0
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,S-b147b9,Basic,21,399,4788,annual,True,629,0,1,52.0,8.666666666666666,1495.6666666666667,2.0,0.0,6.0,2.0,28.0,61.5,4.0,0.0
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,S-80dc6b,Basic,25,0,0,annual,True,621,0,0,14.0,7.0,1200.5,3.0,0.0,2.0,4.0,31.25,93.75,3.0,0.0
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,S-42aaf0,Basic,6,114,1368,annual,True,611,3,1,40.0,10.0,2005.25,2.0,0.0,4.0,5.0,49.0,76.4,4.0,0.0
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,S-52d03a,Enterprise,10,0,0,annual,True,642,0,0,53.0,8.833333333333334,1428.5,1.0,1.0,6.0,3.0,29.333333333333332,71.33333333333333,4.5,0.0
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,S-df69fe,Enterprise,44,8756,105072,annual,True,613,0,0,35.0,11.666666666666666,2681.6666666666665,0.0,0.0,3.0,1.0,45.0,37.0,4.0,0.0
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,S-f52fd6,Enterprise,9,1791,21492,monthly,True,714,1,0,55.0,11.0,3252.8,8.0,1.0,5.0,7.0,20.0,67.57142857142857,4.8,0.0
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,S-018501,Pro,56,2744,32928,monthly,False,714,0,0,62.0,10.333333333333334,2719.0,3.0,2.0,6.0,2.0,31.5,21.5,3.0,0.0
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,S-f5888c,Basic,22,418,5016,annual,True,632,1,1,62.0,10.333333333333334,2176.5,1.0,1.0,6.0,2.0,24.5,52.0,4.0,0.0
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,S-5ddf8d,Basic,45,855,10260,annual,True,636,3,0,92.0,11.5,3765.125,0.0,0.0,7.0,7.0,40.42857142857143,96.57142857142857,3.6666666666666665,0.0
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,S-26deeb,Pro,68,3332,39984,annual,True,726,0,0,19.0,9.5,2693.5,0.0,0.0,2.0,4.0,49.25,56.75,4.0,0.0
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,S-f73a84,Pro,17,833,9996,monthly,True,627,1,0,51.0,10.2,2006.6,2.0,1.0,5.0,4.0,30.0,102.25,3.0,0.0
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,S-4c5456,Basic,34,646,7752,monthly,True,623,0,0,54.0,10.8,3294.6,5.0,0.0,5.0,8.0,33.875,120.875,4.2,0.0
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,S-58d2c8,Basic,13,247,2964,annual,True,653,3,0,51.0,12.75,5026.75,1.0,0.0,4.0,4.0,40.0,63.25,4.666666666666667,1.0
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,S-e86a94,Pro,19,931,11172,monthly,True,616,1,0,26.0,8.666666666666666,2828.6666666666665,0.0,0.0,3.0,4.0,28.0,122.25,4.666666666666667,0.0
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,S-b5162d,Enterprise,29,5771,69252,monthly,True,694,1,0,,,,,,,4.0,36.75,90.5,4.666666666666667,0.0
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,S-289702,Enterprise,28,5572,66864,annual,False,732,3,0,16.0,8.0,2136.0,3.0,0.0,2.0,4.0,31.75,106.25,4.0,0.0
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,S-e27a20,Basic,13,247,2964,monthly,True,614,0,1,59.0,9.833333333333334,2836.3333333333335,9.0,1.0,6.0,7.0,17.714285714285715,58.57142857142857,4.5,1.0
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,S-71827b,Pro,39,1911,22932,monthly,True,657,0,0,32.0,10.666666666666666,3111.3333333333335,0.0,0.0,3.0,5.0,41.4,87.8,4.0,0.0
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,S-ff1b11,Basic,32,608,7296,annual,False,642,2,0,62.0,10.333333333333334,3045.6666666666665,2.0,0.0,6.0,2.0,27.0,100.0,,0.0
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,S-a72188,Pro,3,147,1764,annual,True,611,0,0,34.0,8.5,2311.25,5.0,0.0,4.0,7.0,28.857142857142858,102.85714285714286,3.0,0.0
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,S-2cc962,Enterprise,14,2786,33432,annual,False,687,3,0,22.0,7.333333333333333,2203.3333333333335,2.0,1.0,3.0,3.0,41.333333333333336,79.33333333333333,3.0,0.0
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,S-bf304b,Enterprise,18,3582,42984,monthly,True,615,3,0,27.0,9.0,2018.3333333333333,1.0,0.0,3.0,5.0,21.8,66.2,4.0,1.0
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,S-8bb388,Enterprise,50,9950,119400,annual,True,742,0,0,65.0,9.285714285714286,2822.4285714285716,4.0,1.0,6.0,7.0,25.571428571428573,62.285714285714285,3.6,1.0
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,S-3dc066,Basic,21,399,4788,annual,False,652,0,1,46.0,11.5,2845.0,4.0,1.0,3.0,9.0,35.666666666666664,83.44444444444444,3.8,0.0
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,False,S-2c3d7d,Pro,14,686,8232,annual,True,611,1,0,32.0,10.666666666666666,2095.0,2.0,0.0,3.0,4.0,27.5,101.25,4.0,0.0
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,False,S-35c8a3,Enterprise,41,8159,97908,annual,True,620,1,0,33.0,8.25,1966.5,1.0,0.0,4.0,3.0,57.0,172.33333333333334,4.0,0.0
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,False,S-326691,Basic,21,399,4788,monthly,False,648,3,0,85.0,7.7272727272727275,2479.090909090909,6.0,0.0,10.0,7.0,26.714285714285715,96.28571428571429,4.333333333333333,0.0
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,False,S-cd8a6a,Pro,10,490,5880,annual,False,668,1,0,54.0,9.0,3273.8333333333335,4.0,2.0,5.0,1.0,25.0,115.0,3.0,0.0
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,False,S-1e3a06,Enterprise,2,398,4776,monthly,True,616,1,0,59.0,9.833333333333334,2833.3333333333335,3.0,0.0,6.0,3.0,34.666666666666664,79.33333333333333,5.0,0.0
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,False,S-d9f26e,Basic,29,551,6612,monthly,True,615,0,0,75.0,12.5,4503.166666666667,1.0,0.0,6.0,3.0,28.666666666666668,92.0,3.0,0.0
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,False,S-183460,Basic,9,171,2052,annual,True,613,0,0,71.0,11.833333333333334,2446.1666666666665,0.0,2.0,6.0,5.0,34.2,113.6,3.6,0.0
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,False,S-29ccb8,Basic,25,475,5700,annual,True,614,1,0,58.0,9.666666666666666,2316.8333333333335,5.0,1.0,6.0,1.0,68.0,117.0,5.0,0.0
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,S-938952,Pro,12,588,7056,monthly,True,624,1,1,33.0,8.25,2604.0,1.0,0.0,4.0,2.0,53.0,109.5,5.0,0.0
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,S-c0820a,Pro,26,1274,15288,annual,True,616,0,0,22.0,11.0,5536.0,2.0,0.0,2.0,3.0,34.333333333333336,60.0,4.0,0.0
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,False,True,S-dc77b7,Basic,20,380,4560,annual,True,613,2,0,49.0,9.8,1768.6,2.0,0.0,5.0,4.0,34.5,81.75,4.0,0.0
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,False,S-3a5c75,Basic,17,323,3876,annual,True,637,2,0,13.0,13.0,4355.0,0.0,0.0,1.0,2.0,44.5,139.0,5.0,0.0
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,S-de9b4b,Pro,36,1764,21168,monthly,True,666,2,0,31.0,10.333333333333334,4533.333333333333,1.0,1.0,3.0,7.0,52.57142857142857,89.42857142857143,3.6666666666666665,1.0
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,False,S-1a3627,Basic,26,0,0,monthly,True,611,3,0,25.0,12.5,3773.5,0.0,0.0,2.0,5.0,27.0,59.2,4.0,0.0
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,False,S-b37b2a,Pro,11,539,6468,annual,True,634,1,0,45.0,9.0,1792.2,9.0,1.0,5.0,4.0,45.75,55.0,4.0,0.0
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,False,S-eb4b0a,Basic,32,608,7296,annual,True,614,2,1,59.0,9.833333333333334,3376.3333333333335,2.0,0.0,6.0,3.0,41.0,91.0,3.5,0.0
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,S-19029a,Pro,17,833,9996,annual,True,631,2,0,81.0,9.0,2180.5555555555557,1.0,0.0,7.0,6.0,41.666666666666664,88.83333333333333,4.0,0.0
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,S-efdeae,Enterprise,49,9751,117012,monthly,False,680,1,1,12.0,6.0,2858.0,0.0,0.0,1.0,4.0,43.75,100.25,4.0,0.0
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,False,S-2ccc04,Enterprise,11,2189,26268,monthly,True,685,0,0,111.0,11.1,4855.7,5.0,1.0,9.0,2.0,57.5,128.5,,0.0
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,False,S-3c87b4,Pro,41,2009,24108,monthly,True,632,1,0,85.0,10.625,2182.0,6.0,2.0,6.0,2.0,43.5,136.5,3.0,0.0
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,False,S-f9b4d8,Pro,21,1029,12348,annual,True,611,0,1,9.0,9.0,3951.0,0.0,0.0,1.0,2.0,36.5,78.0,3.0,0.0
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,S-4df6ec,Basic,10,190,2280,monthly,True,670,1,0,9.0,9.0,3996.0,1.0,0.0,1.0,7.0,27.714285714285715,86.14285714285714,4.2,1.0
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True,S-cd6d68,Pro,87,4263,51156,monthly,True,612,2,1,46.0,11.5,3172.0,0.0,1.0,4.0,4.0,18.75,97.0,4.0,1.0
